sample_id,GSM,title,cell_type,hours,guide,donor,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
CART0077_RNAseq_NgsRun1_046,"""GSM8252591""","""CD8, 168h, RHOG, CART0077_D2""",CD8,168,RHOG,CART0077_D2,-26.650510040200537,41.18178041396844,-12.943469880308813,-18.723551096556328,14.782779159673714,-4.714132164737128,8.57578625214518,-0.31105667094582784,-9.371449962255848,-4.020176030131091,7.530776803223587,5.376482817875116,0.585160157261722,1.5855267377990578,-0.27717539511044936,-6.596138627518054,-1.5132067356169268,-0.32474304209810306,3.790127395468224,4.345010196741753
CART0077_RNAseq_NgsRun1_047,"""GSM8252592""","""CD8, 168h, SafeHarbor, CART0077_D3""",CD8,168,SafeHarbor,CART0077_D3,-31.867859273649174,34.412970384515866,-3.740867238977277,-13.693490515324129,11.933158879283766,17.613314680023922,-3.6102252791186107,-5.628907813606915,-4.027825620371788,-3.156524082661278,-0.18254491142331628,-4.745732504011673,2.9426349458026233,0.1360226727114982,-3.275640951568184,3.7965622617211743,2.2022991209076928,-1.043191834241606,-5.393105409544508,-3.3646154908976786
CART0077_RNAseq_NgsRun1_048,"""GSM8252593""","""CD8, 168h, RHOG, CART0077_D3""",CD8,168,RHOG,CART0077_D3,-25.367101141774203,36.58168104967852,-13.654585644847453,-15.000037385084314,9.284140344770737,16.63890951604596,-4.415642679252642,-6.274261496933385,-2.86977331675305,-7.846936264048373,2.649897435794007,-6.319671259673815,3.367166500485126,0.08359389736107406,0.03691598634722697,-2.2281331469163486,1.9148899785824973,-2.3428456962102047,-3.817298885529365,1.0533644773996143
CART0077_RNAseq_NgsRun1_049,"""GSM8252594""","""CD4, 240h, SafeHarbor, CART0077_D1""",CD4,240,SafeHarbor,CART0077_D1,-47.7220328278961,-11.6410648150327,33.661738049370165,8.176535296057375,-10.63382340907813,-9.23196565100517,-5.502237557823515,11.245649881290909,2.034128127149566,-7.622146751710495,3.7219912816891276,0.012345164994055824,0.3238914435819388,-0.3589966508816303,-3.7463859990463666,-0.19412582581214957,4.039642581233403,0.3572365414157508,-0.8103010539539409,-0.2650369350027698
CART0077_RNAseq_NgsRun1_050,"""GSM8252595""","""CD4, 240h, RHOG, CART0077_D1""",CD4,240,RHOG,CART0077_D1,-49.73735068743017,-13.512025663319626,31.70967365599008,6.752996906266499,-11.195759106135265,-8.716906382522863,-6.62352365566746,12.326436011672657,0.21361152999790217,-6.603722075341108,5.5337039350232,1.2798886737122739,-2.6937414300663627,-0.40279040547916806,-2.814401281580163,-2.0614109177423066,1.567170289009116,0.24263032530403744,-1.8479000955346083,-1.6457406464622906
CART0077_RNAseq_NgsRun1_051,"""GSM8252596""","""CD4, 240h, SafeHarbor, CART0077_D2""",CD4,240,SafeHarbor,CART0077_D2,-43.78619620482272,-8.200076036478581,25.856551292424037,8.211743232450443,-6.8604259571287765,-9.044569690219006,13.843976544045542,-4.1266247401630745,1.836247320680142,-3.7018953884635084,-2.2354065013438458,1.8001331009858579,6.416767530352245,0.9089219802221199,-1.4459470829282433,3.1230061999175294,0.7302647418686913,1.4457438371044613,-0.8918381700598647,0.5051767559737239
CART0077_RNAseq_NgsRun1_052,"""GSM8252597""","""CD4, 240h, RHOG, CART0077_D2""",CD4,240,RHOG,CART0077_D2,-38.76827487552787,-5.569048132658246,23.006086419172252,10.991717181393469,-5.957282440169046,-9.7354599651239,13.266707579601487,-5.627931658259998,4.891393620294844,-4.897013428336117,-4.307115181352819,3.834501441717166,9.191489262224344,-1.447684209074409,1.4693453129869571,0.7591326012767704,3.799134800474237,-2.0886542837140523,-0.09833784580155176,2.135428506754809
CART0077_RNAseq_NgsRun1_053,"""GSM8252598""","""CD4, 240h, SafeHarbor, CART0077_D3""",CD4,240,SafeHarbor,CART0077_D3,-46.56339217769579,-13.663977765404526,28.076020391323805,3.367091690281446,-15.269756485213916,11.39431229590583,-3.503861248764917,-5.1430953029112425,-0.30267856678296157,-7.864561724053961,3.5662515269833577,2.3918222526441406,-1.9630164904645748,2.3555666134680786,0.6225848972153911,0.42613585549562055,-5.938209174011763,-0.30527222561777284,1.5748173309235234,-0.9210031279075045
CART0077_RNAseq_NgsRun1_054,"""GSM8252599""","""CD4, 240h, RHOG, CART0077_D3""",CD4,240,RHOG,CART0077_D3,-42.418652708769365,-12.024508523643632,25.515469378941436,5.365322124077459,-13.483175366078697,10.98517497531796,-3.2664441039652994,-7.8839201357829305,1.23462470390501,-7.000556602081521,0.8266045449562899,1.115020096393113,-0.09165541984663898,1.1411654168235663,0.7625734503439277,0.05507517205101057,-7.246361963136687,-2.5012768705100936,1.377597445043642,1.545699836958881
CART0077_RNAseq_NgsRun1_055,"""GSM8252600""","""CD8, 240h, SafeHarbor, CART0077_D1""",CD8,240,SafeHarbor,CART0077_D1,-48.51739801626057,-9.55072125164242,23.39634646503897,10.192354470081003,20.874435750620883,-3.1614741575764187,-7.453444619011878,7.0462644942628785,0.5949349810192275,6.607162085097162,1.4887486725005514,-3.6963603357829364,-2.433079516159388,-0.6923757598183546,-0.3036457863255035,-1.903956270240084,3.80684362659227,1.685356068432398,1.534677889254371,0.7480047508041082
CART0077_RNAseq_NgsRun1_056,"""GSM8252601""","""CD8, 240h, RHOG, CART0077_D1""",CD8,240,RHOG,CART0077_D1,-49.32506245107517,-12.058620665476797,22.2929263042822,10.287306435820529,19.979215885546555,-3.002538961273563,-9.433739254993085,9.711110153756751,0.3344095904873511,3.888127588435872,4.765493404341133,-0.4468806605711582,-5.230954216579979,-0.8318848516959485,1.9094294917016068,-2.741050339396038,4.209762433930265,1.0256218806176214,0.14522751155984792,-2.4024072958328397
CART0077_RNAseq_NgsRun1_057,"""GSM8252602""","""CD8, 240h, SafeHarbor, CART0077_D2""",CD8,240,SafeHarbor,CART0077_D2,-44.82103633607149,-6.786026995008867,16.35692701590468,9.767551961312057,23.345988812283245,-3.0487139027852908,10.792087888398571,-7.268517306285285,-1.1884256170958412,7.654615171463755,-2.5503791345980757,-1.489418911853811,1.2270826422940235,0.444473456996024,0.9698953655248801,-0.03266455127669173,0.24451039740857036,2.218473090808735,-0.7526072001862408,0.7376176710666528
CART0077_RNAseq_NgsRun1_058,"""GSM8252603""","""CD8, 240h, RHOG, CART0077_D2""",CD8,240,RHOG,CART0077_D2,-37.72873456384698,-3.5419924249046906,13.645604686721203,12.36520671288534,21.987965241112434,-5.241461991158657,10.066369300054944,-10.172557417720762,0.7778521859026563,4.683842784069389,-4.8302978990102226,0.4326643422536139,5.668556552877308,-1.6991514225928108,2.8283775662932125,-2.775018370889106,3.4955465582925727,-2.242489747894132,1.1930340611045709,2.4523863365381704
CART0077_RNAseq_NgsRun1_059,"""GSM8252604""","""CD8, 240h, SafeHarbor, CART0077_D3""",CD8,240,SafeHarbor,CART0077_D3,-47.76325528037883,-10.45334577509914,20.334921358674073,6.160821166821993,18.22357809651756,18.057902899637185,-5.434628406576307,-9.320780546921638,-1.9881698352780148,6.291808292448182,-0.23241519180836262,-0.8973861534937881,-4.796372588150067,1.7480619388294525,0.8620712387974094,1.04115182256354,-4.491133567738522,0.39415515795603207,-0.05053879115006162,-0.4621191077236083
CART0077_RNAseq_NgsRun1_060,"""GSM8252605""","""CD8, 240h, RHOG, CART0077_D3""",CD8,240,RHOG,CART0077_D3,-43.69107193626057,-9.070553608316908,17.43561478824121,7.400944744715639,17.88419253181681,17.103270888756324,-5.353404816302521,-11.203763931409554,-0.5021916163689844,5.0918180880586394,-1.4707090245462435,-1.3330180689121571,-2.3010308674614155,0.48819485889172287,0.5019270886996824,0.8592318973002924,-4.8845709005325455,-2.131703858348452,0.12363804162243683,1.0705980754380953
