,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,quadrant_PC1_PC2
CART0077_RNAseq_NgsRun1_039,67.79862532007726,-103.16876759816932,-13.70815911657501,38.083591121138646,-12.45440341523871,14.598113480679197,47.85392442912614,0.6847571701174149,11.105430964619385,6.705367066010369,-5.535650627897695,-6.471774303804045,18.04590930440804,8.972893492863829,3.2296914129423144,7.098227322752331,2.329222145644786,13.155615342940516,-10.355055052209057,-3.0620617919093984,Q4
CART0077_RNAseq_NgsRun1_040,53.87136723870553,-122.84200916477684,-6.69233354077486,58.4794332647107,-22.05424342990818,15.305691159587205,44.301636796033314,7.054559257322578,6.2365361757941855,8.02710142415456,-5.450817550333797,0.44768711212648277,7.675306873738814,3.3038967330241413,5.529414234931778,4.313063416506776,-3.17026712266179,9.274098273931918,-7.420271404568603,-11.164893867293218,Q4
CART0077_RNAseq_NgsRun1_041,62.75670723004327,-107.67300009938796,-24.71448876176399,32.097969116931345,-39.91989798167318,1.2712728667723652,-8.660551161286755,-24.182006975333955,12.080723265186235,7.943143688827337,1.4044950610310771,-6.414109867004796,8.89683291586273,4.477979898026109,10.678470747408403,1.416455043099388,4.0026866008898265,-0.8251954871548683,8.7391350190802,23.85435951326098,Q4
CART0077_RNAseq_NgsRun1_042,42.603214370651855,-111.10796210888469,2.4175722754224873,36.21036797384562,-38.246739179319235,2.8521443268457123,-9.391603782440905,-28.82499364366182,15.041822658049771,-0.11660430309009559,0.03137513501091887,-8.970172121711443,10.956324406299805,8.67899742146486,4.008986550513742,0.6323964558235223,4.006926711424146,-5.490520446205985,10.17356677361446,15.599483653007521,Q4
CART0077_RNAseq_NgsRun1_043,61.84550304389006,-104.97856074858493,-0.8093965786695362,47.280905676356184,30.84480613596419,-7.6750686463031235,-26.182500620520464,25.257982924927376,-10.984279550452099,-5.098846228192213,8.631414718721004,3.4257535589287564,-13.414954634802863,-5.229481073700164,-4.886632532253112,-0.9330124677466701,0.028993603821963653,-3.125662389906421,-6.529449564413086,-5.286058011638617,Q4
CART0077_RNAseq_NgsRun1_044,57.16624028316202,-109.60232634648638,1.1698919907125844,54.192900316233505,22.159672640352504,-6.490770424862992,-27.340720860178774,28.583777008367772,-9.412302546300602,-1.0060823518558324,6.090395562055124,6.5664003004799385,-10.357390624769582,-4.3407749323654565,-6.602092700279174,-1.241076101393232,-1.7955885365716409,-7.725528667345377,-7.351125719377421,-5.115970665861085,Q4
CART0077_RNAseq_NgsRun1_045,68.67416468728453,-95.56332876460289,9.103509328073374,45.399930431037845,40.24636489659201,-22.530577518624312,31.174055986049506,-1.936785545364576,-8.2710378165589,-4.204060337108832,1.8426483223127779,1.082560982641849,-13.287498471690544,-11.615706430543392,-3.4057583413295833,0.3844595079082263,-2.958164154000723,-7.158613848755647,4.835417495245372,-20.81876934858923,Q4
CART0077_RNAseq_NgsRun1_046,52.19373250746397,-118.07887774463737,18.957608591532757,69.36138465727514,21.269173549246762,-14.213177505545115,28.036196445349237,3.7508170940832026,-20.037524246928204,-10.109682645027622,7.973527264947542,8.38088639691422,-22.23060674760271,-7.4236781764030635,-7.390871561593903,-4.052948785065034,-2.5542876959654413,-5.73581811727782,11.947563978512264,-24.755704788897706,Q4
CART0077_RNAseq_NgsRun1_047,68.50055227603903,-92.98536582756333,-1.7813904758848105,42.65843291666123,18.135424170647447,-44.12603917366474,-15.680289867962951,-34.51872785795452,-1.8384679640229136,8.509295354911416,4.016172753810129,2.591891238776045,-9.960863506770968,6.403852908609741,-1.0631882988604666,-0.18160223209596843,4.813469507825213,-3.0351144385574624,26.31136260129813,-1.5240508080759256,Q4
CART0077_RNAseq_NgsRun1_048,49.71959133101118,-101.9692724966911,23.61934978443442,48.119449122293624,9.865892735439886,-34.37630269865951,-14.980787232565781,-34.2897611402871,0.7488446005526131,-2.6136077849075368,5.411173110152831,-4.490570265080925,-14.688824584186657,-0.20621482284543302,-4.198005847017995,5.32981391756892,13.917085170255366,-16.394631137077614,21.228092123634973,7.965388336519958,Q4
CART0077_RNAseq_NgsRun1_049,115.3479243580775,39.292557632838644,-92.7537105244552,-39.263007770090404,-22.438450873357365,42.164705644949315,-31.51625736279435,71.04802701115447,-11.865766021613435,-3.539273715261317,13.085768543161759,-27.16854893708173,-9.484013679637043,18.156934118991764,14.426109994718187,-9.359193541091765,4.500392879172177,-29.055843467761765,46.87286044353746,6.125171140279491,Q1
CART0077_RNAseq_NgsRun1_050,116.0709180676584,44.822554968667944,-85.25667664959967,-37.527307964687196,-23.679027951966496,33.422838074581044,-32.27270267606624,58.804411663185135,3.294113118204626,-17.637539168328203,-2.3868066042570675,-18.21541601496471,5.134275636574955,6.563363981687471,7.3446665273036125,-24.239048129898705,13.10560333224316,-12.79464282735487,23.231288995847564,-4.376649573918039,Q1
CART0077_RNAseq_NgsRun1_051,103.39931503649026,38.476480760429546,-70.0525488073194,-34.552900709556845,-7.165969182910115,23.948930995660316,79.21955964673607,-1.0992741390326393,12.93074077371906,15.183357661039809,-15.52683093129253,-27.927151142161826,19.64162691719214,-15.058397036170014,-14.549302557286072,12.680891646553638,25.207261490891177,-41.53706877251589,-13.592569130875654,52.199450111556224,Q1
CART0077_RNAseq_NgsRun1_052,87.77500605897464,27.376832213812786,-59.01744082955815,-42.89956768975132,-5.503560099822042,31.716488443881257,71.06840568766305,6.4149631027914,1.8631757144103496,1.2339806121647832,-16.063868953434525,-27.996264146729867,2.3498177185993456,9.5258582789446,18.268033990555924,-1.92538717457681,-3.283135028058376,-24.82860783998102,-4.935246391288856,1.3141505581915458,Q1
CART0077_RNAseq_NgsRun1_053,108.3264905005004,48.152324675388535,-78.91102751986577,-30.53456061137184,-52.38471169769927,2.9781364617525137,-23.309673342699995,-57.62024988857067,2.9466195335623695,-16.60615606386628,85.99700755574483,-36.166318031996816,-54.952147439389066,-45.63779936759688,-83.3338438236683,31.197316829391575,-39.55897987176061,3.3996119438854286,-36.62238268495732,5.189733604299889,Q1
CART0077_RNAseq_NgsRun1_054,100.3544321030631,47.327008039594936,-72.16863925781864,-37.2180764182791,-38.597053312874046,-2.1795942214525494,-20.706377467976846,-68.35328029354024,66.38799215836306,-6.689607019367135,40.21096304697973,52.32259846250125,-29.921409934284398,55.04829477295505,67.16196121770355,0.3742304198639975,53.487632030929895,22.942718752948107,7.399509083134923,-20.589321857523466,Q1
CART0077_RNAseq_NgsRun1_055,111.86780740704272,43.240599008225246,-63.30667067600149,-29.68352554323105,68.43468615655897,-16.146580375068954,-37.97107599537282,27.447123295038114,-31.717369277280277,-19.84492041615309,-26.38968132502148,24.319441731532024,4.58807637715986,-22.88566715881778,-11.919675156208422,-4.3574060086963256,-0.8033621413679667,54.499221770309255,11.293901895850231,-47.47193957193556,Q1
CART0077_RNAseq_NgsRun1_056,105.31827596435096,41.45816879361774,-47.860182653939944,-29.42175741544953,55.40620070120473,-7.456562825914621,-36.9777021365905,27.837101572555994,-25.39724270225145,-7.359850164298472,-9.054991627738247,3.1169809786372973,-1.4612112008263782,-14.4287514193243,-3.2122154279872754,-3.050285086859698,-6.8767485519933365,4.088894075743188,-7.753269788129516,-5.513206381332999,Q1
CART0077_RNAseq_NgsRun1_057,98.15567941089319,37.04873824532871,-32.368305481629775,-23.538686876029395,68.48925179407497,-21.32674570472857,40.243542703495166,-10.88707129399263,1.2403016496039094,10.206188069962609,-19.29033466598479,13.196592055712115,7.875433311918544,-6.353712108394143,-5.187343183898814,3.3691714570948066,-16.25656959648097,-2.5348546656039566,-4.784989338717235,13.113716838065598,Q1
CART0077_RNAseq_NgsRun1_058,80.86588528551432,29.48614184799066,-32.097259691563515,-33.45134707017696,71.47466512505504,-9.501170397042305,56.32517291510489,-17.814559650882632,-13.22610990615678,8.31849677836873,-27.073935769030555,9.03636524006975,12.609641797478044,20.885543114672462,0.31957569573329964,18.583085869902515,-8.735979592170164,-4.7853067140904795,-33.75929335229215,-4.8878088348536926,Q1
CART0077_RNAseq_NgsRun1_059,105.33354437310993,45.67647749732344,-45.10907462715952,-21.931481273122913,42.31762607247734,-46.3728044069377,-22.717856420477645,-52.159434602521785,-8.311432123944956,13.834229005437596,-19.106163808016692,6.378166452396932,11.455851208964738,-2.957312900378641,9.202090098416859,-5.383507098570132,6.7057153865450925,13.74488173812438,21.595802296091637,5.1810924978262936,Q1
CART0077_RNAseq_NgsRun1_060,95.41005782325755,41.39723122992318,-37.15512890085443,-25.004271081482376,48.023443265581975,-42.39875888437554,-18.83298940807103,-52.95096585850139,3.406964925052659,3.15368611647241,-18.346020510203257,17.11878382933786,16.627090951285986,2.323564418061157,-2.3964602019929284,-7.673472851137381,-15.5362232662962,-4.205834674815537,-11.423762398652999,12.849963432667826,Q1
